State,District,Latitude,Longitude,Population,Male,Female,Literate,sex_ratio,literacy_rate
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,2540073,1318684,1221389,1466002,92.62,57.71
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,3701282,1924469,1776813,2503837,92.33,67.65
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,1200334,605520,594814,899860,98.23,74.97
Maharashtra,Bid,18.952353340080982,75.69319706477731,2585049,1349106,1235943,1718507,91.61,66.48
Maharashtra,Buldana,20.56680611183355,76.39017880364096,2586258,1337560,1248698,1879874,93.36,72.69
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,2204307,1123834,1080473,1578615,96.14,71.62
Maharashtra,Dhule,21.274018690400517,74.58719071837263,2050862,1054031,996831,1293916,94.57,63.09
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,1322507,661554,660953,1004243,99.91,75.93
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,1177345,606294,571051,790743,94.19,67.16
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,4229917,2197365,2032552,2891882,92.5,68.37
Maharashtra,Jalna,19.984612534818933,75.98473607242339,1959046,1011473,947573,1195523,93.68,61.03
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,3876001,1980658,1895343,2825845,95.69,72.91
Maharashtra,Latur,18.348687268993856,76.75812607802874,2454196,1273140,1181056,1650672,92.77,67.26
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,4653570,2384975,2268595,3673808,95.12,78.95
Maharashtra,Nanded,19.209316983017,77.6829048951049,3361292,1730075,1631217,2189425,94.29,65.14
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,1648295,833170,815125,906509,97.83,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,6107187,3157186,2950001,4345366,93.44,71.15
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,1657576,861535,796041,1137810,92.4,68.64
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,1836086,942870,893216,1157814,94.73,63.06
Maharashtra,Pune,18.51696171428573,74.12922881632647,9429408,4924105,4505303,7171723,91.49,76.06
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,1493984,750278,743706,951639,99.12,63.7
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,2634200,1344345,1289855,1939994,95.95,73.65
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,1615069,761121,853948,1199392,112.2,74.26
Maharashtra,Sangli,17.154930181086502,74.70713822937628,2822143,1435728,1386415,2049467,96.57,72.62
Maharashtra,Satara,17.6737908974359,74.18052064102558,3003741,1510842,1492899,2225694,98.81,74.1
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,849651,417332,432319,666067,103.59,78.39
Maharashtra,Solapur,17.837357937584812,75.42394823609216,4317756,2227852,2089904,2910676,93.81,67.41
Maharashtra,Thane,19.698767747440264,72.79882742564581,11060148,5865078,5195070,8227161,88.58,74.39
Maharashtra,Wardha,20.80743024390242,78.57259105691062,1300774,668385,632389,1019458,94.61,78.37
Maharashtra,Washim,20.282282394366213,77.25502394366208,1197160,620302,576858,869917,93.0,72.67
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,2772348,1419965,1352383,2022574,95.24,72.96
Manipur,Bishnupur,24.50712111801243,93.8246236024845,237399,118782,118617,156333,99.86,65.85
Manipur,Chandel,24.2635812987013,94.09443844155844,144182,74579,69603,90302,93.33,62.63
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274143,138820,135323,195935,97.48,71.47
Manipur,Senapati,25.08465586034914,94.03366234413956,479148,247323,231825,264477,93.73,55.2
Manipur,Tamenglong,24.98312942238265,93.49450740072204,140651,72371,68280,85006,94.35,60.44
Manipur,Thoubal,24.545392553191498,93.97959893617023,422168,210845,211323,269304,100.23,63.79
Manipur,Ukhrul,25.05900314960629,94.44129566929138,183998,94718,89280,129829,94.26,70.56
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,317917,161223,156694,192147,97.19,60.44
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,825922,410749,415173,578030,101.08,69.99
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,395124,196285,198839,187527,101.3,47.46
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,142334,73170,69164,82062,94.53,57.65
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,643291,324159,319132,358702,98.45,55.76
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,383461,193715,189746,230678,97.95,60.16
Mizoram,Aizawl,23.90781335453101,92.85359459459472,400309,199270,201039,340595,100.89,85.08
Mizoram,Champhai,23.54166580976866,93.24221799485862,125745,63388,62357,100802,98.37,80.16
Mizoram,Kolasib,24.2020004347826,92.73470391304348,83955,42918,41037,65895,95.62,78.49
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,117894,60599,57295,62861,94.55,53.32
Mizoram,Lunglei,23.007717036172675,92.63512555425892,161428,82891,78537,121122,94.75,75.03
Mizoram,Mamit,23.73852942502819,92.4330803833147,86364,44828,41536,60191,92.66,69.69
Mizoram,Saiha,22.35744801061008,93.02827931034489,56574,28594,27980,42233,97.85,74.65
Mizoram,Serchhip,23.263864705882344,92.914158496732,64937,32851,32086,54476,97.67,83.89
Nagaland,Dimapur,25.814176811594223,93.75074057971014,378811,197394,181417,278037,91.91,73.4
Nagaland,Kohima,25.60311428571428,93.78600657596373,267988,138966,129022,197489,92.84,73.69
Nagaland,Mokokchung,26.478911764705888,94.522426006192,194622,101092,93530,159494,92.52,81.95
Nagaland,Mon,26.69207374301676,95.03072988826828,250260,131753,118507,119626,89.95,47.8
Nagaland,Phek,25.63272986577182,94.56814563758392,163418,83743,79675,105893,95.14,64.8
Nagaland,Tuensang,26.21104453280316,94.85809880715708,196596,101933,94663,117511,92.87,59.77
Nagaland,Wokha,26.202611551155112,94.1990815181518,166343,84505,81838,128208,96.84,77.07
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,140757,71217,69540,102881,97.65,73.09
Orissa,Baleshwar,21.48570932311624,87.08085828011933,2320529,1185787,1134742,1621232,95.7,69.86
Orissa,Bhadrak,20.95262735257214,86.81496204516931,1506337,760260,746077,1094140,98.13,72.64
Orissa,Cuttack,20.407640646029623,85.7776810228802,2624470,1352760,1271710,2011469,94.01,76.64
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,1192811,612593,580218,829910,94.72,69.58
Orissa,Gajapati,19.121080882352945,84.14015091911759,577817,282882,294935,262537,104.26,45.44
Orissa,Ganjam,19.2632617564534,84.80297710437702,3529031,1779218,1749813,2210050,98.35,62.62
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,579505,296690,282815,405879,95.32,70.04
Orissa,Kalahandi,19.784253092783523,83.1124043814433,1576869,787101,789768,802036,100.34,50.86
Orissa,Kandhamal,20.092878624813142,84.02216352765326,733110,359945,373165,399786,103.67,54.53
Orissa,Kendrapara,20.606319815982264,86.83763247572003,1440361,717814,722547,1089265,100.66,75.62
Orissa,Khordha,20.054162322274863,85.52234834123229,2251673,1167137,1084536,1749936,92.92,77.72
Orissa,Koraput,18.82627794779476,82.81278469846964,1379647,678809,700838,568090,103.25,41.18
Orissa,Malkangiri,18.25227930367506,81.98293636363628,613192,303624,309568,244706,101.96,39.91
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,2519738,1256213,1263525,1369397,100.58,54.35
Orissa,Nayagarh,20.192895622119817,85.05614700460825,962789,502636,460153,688362,91.55,71.5
Orissa,Nuapada,20.471309512195116,82.59152536585364,610382,301962,308420,299383,102.14,49.05
Orissa,Puri,19.83509174603177,85.86698989898981,1698730,865380,833350,1291939,96.3,76.05
Orissa,Rayagada,19.292840020060204,83.45860120361095,967911,471960,495951,407735,105.08,42.13
Orissa,Sambalpur,21.515752380952385,84.34958483245157,1041099,526877,514222,703691,97.6,67.59
Orissa,Sundargarh,22.06354819277107,84.50524819277099,2093437,1061147,1032290,1342322,97.28,64.12
Puducherry,Karaikal,10.876161726078813,79.82369793621002,200222,97809,102413,154916,104.71,77.37
Puducherry,Mahe,12.006420793787758,75.28275021570326,41816,19143,22673,36470,118.44,87.22
Puducherry,Yanam,16.707695652173904,82.26187304347832,55626,27301,28325,39274,103.75,70.6
Punjab,Amritsar,31.548679820627772,74.79883856502238,2490656,1318408,1172248,1684770,88.91,67.64
Punjab,Bathinda,30.190524611973352,75.05685898004438,1388525,743197,645328,844868,86.83,60.85
Punjab,Faridkot,30.591187250996025,74.79751553784862,617508,326671,290837,381285,89.03,61.75
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,600163,320795,279368,426033,87.09,70.99
Punjab,Firozpur,30.63407535211269,74.40245732394365,2029074,1071637,957437,1227511,89.34,60.5
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,2298323,1212617,1085706,1634719,89.53,71.13
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,1586625,809057,777568,1199699,96.11,75.61
Punjab,Jalandhar,31.250336907216507,75.54400350515463,2193590,1145211,1048379,1622537,91.54,73.97
Punjab,Kapurthala,31.336592638036837,75.47641165644177,815168,426311,388857,576567,91.21,70.73
Punjab,Ludhiana,30.76596397379912,75.83110851528383,3498739,1867816,1630923,2560225,87.32,73.18
Punjab,Mansa,29.919547714285724,75.4304922857143,769751,408732,361019,423560,88.33,55.03
Punjab,Moga,30.756540067340065,75.1600845117845,995746,525920,469826,627889,89.33,63.06
Punjab,Muktsar,30.31243303303303,74.5518747747748,901896,475622,426274,524848,89.62,58.19
Punjab,Patiala,30.214540380693364,76.27505893949697,1895686,1002522,893164,1266791,89.09,66.82
Punjab,Rupnagar,30.910937330754347,76.53743500967126,684627,357485,327142,502731,91.51,73.43
Punjab,Sangrur,30.185045204336895,75.89437014178496,1655169,878029,777140,1002077,88.51,60.54
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,2583052,1324085,1258967,1526673,95.08,59.1
Rajasthan,Alwar,27.55271738035265,76.65359630562563,3674179,1939026,1735153,2182476,89.49,59.4
Rajasthan,Banswara,23.453642032967014,74.44246868131869,1797485,907754,889731,829343,98.01,46.14
Rajasthan,Baran,24.98023243243244,76.86210651828291,1222755,633945,588810,693307,92.88,56.7
Rajasthan,Barmer,25.77070908045978,71.50297126436782,2603751,1369022,1234729,1188322,90.19,45.64
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,2548462,1355726,1192736,1480869,87.98,58.11
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,2408523,1220736,1187787,1256126,97.3,52.15
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,2363937,1240801,1123136,1278801,90.52,54.1
Rajasthan,Bundi,25.48580716049379,75.79984074074079,1110906,577160,533746,585044,92.48,52.66
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,1544338,783171,761167,821825,97.19,53.22
Rajasthan,Churu,28.29330375536484,74.65846427038629,2039547,1051446,988101,1149269,93.98,56.35
Rajasthan,Dausa,26.91234817629181,76.57342097264443,1634409,857787,776622,938051,90.54,57.39
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,1206516,653647,552869,683098,84.58,56.62
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,1388552,696532,692020,681591,99.35,49.09
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,1969168,1043340,925828,1193343,88.74,60.6
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,1774692,931184,843508,1034136,90.58,58.27
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,6626178,3468507,3157671,4300965,91.04,64.91
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,669919,361708,308211,308653,85.21,46.07
Rajasthan,Jalor,25.07578093797277,72.18647261724662,1828730,936634,892096,829582,95.24,45.36
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,1411129,725143,685986,739792,94.6,52.43
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,2137045,1095896,1041149,1370360,95.0,64.12
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,3687165,1923928,1763237,2031532,91.65,55.1
Rajasthan,Karauli,26.51901555555556,76.96081818181815,1458248,783639,674609,805849,86.09,55.26
Rajasthan,Kota,25.175718080000014,76.18618928000001,1951014,1021161,929853,1298345,91.06,66.55
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,3307743,1696325,1611418,1758624,94.99,53.17
Rajasthan,Pali,25.80490393541874,73.55285640766907,2037573,1025422,1012151,1085693,98.71,53.28
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,1156597,581339,575258,619139,98.95,53.53
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,1335551,704031,631520,741748,89.7,55.54
Rajasthan,Sikar,27.64644058641976,75.29317422839503,2677333,1374990,1302343,1652117,94.72,61.71
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,1036346,534231,502115,476806,93.99,46.01
Rajasthan,Tonk,26.153935071707927,75.79192216427637,1421326,728136,693190,749659,95.2,52.74
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,3068420,1566801,1501619,1582629,95.84,51.58
Sikkim,East,27.29600352941175,88.74908392156858,1709346,907500,801846,1352998,88.36,79.15
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,754894,374703,380191,480604,101.46,63.67
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,4646732,2335844,2310888,3776276,98.93,81.27
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,3458045,1729297,1728748,2635907,99.97,76.23
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,2605914,1311697,1294217,1815281,98.67,69.66
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,1506843,774303,732540,917709,94.61,60.9
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,2159775,1080938,1078837,1481834,99.81,68.61
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,2251744,1129868,1121876,1492662,99.29,66.29
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,3998252,2012958,1985294,3013382,98.63,75.37
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,1870374,926345,944029,1548738,101.91,82.8
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,1064493,528184,536309,727044,101.54,68.3
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,3038252,1526475,1511777,2273430,99.04,74.83
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,1616450,798127,818323,1213008,102.53,75.04
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,1726601,869280,857321,1176131,98.62,68.12
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,565223,282157,283066,375823,100.32,66.49
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,1618345,803188,815157,1110545,101.49,68.62
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,1353445,682658,670787,978946,98.26,72.33
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,3482056,1781571,1700485,2285562,95.45,65.64
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,1339101,668672,670429,959744,100.26,71.67
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,2405890,1182416,1223474,1790998,103.47,74.44
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,1245899,625683,620216,870080,99.13,69.84
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,3728104,1876062,1852042,2791721,98.72,74.88
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,1264277,626693,637584,946471,101.74,74.86
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,2464875,1235889,1228986,1626813,99.44,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,3936331,1961688,1974643,2773928,100.66,70.47
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,1942288,967709,974579,1398788,100.71,72.02
Tripura,Dhalai,23.781360477941163,91.94654283088232,378230,194544,183686,276217,94.42,73.03
Tripura,North Tripura,24.121739755351683,92.17842538226292,693947,352860,341087,520402,96.66,74.99
Tripura,South Tripura,23.211874098057383,91.6065807585568,876001,447544,428457,646810,95.74,73.84
Tripura,West Tripura,23.780166241299337,91.41310788863107,1725739,879428,846311,1361354,96.23,78.89
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,4418797,2364953,2053844,2680510,86.85,60.66
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,3673889,1951996,1721893,2092567,88.21,56.96
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,5954391,3131807,2822584,3665727,90.13,61.56
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,2397888,1212410,1185478,1486939,97.78,62.01
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,1379545,740040,639505,930836,86.41,67.47
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,4613913,2285004,2328909,2771917,101.92,60.08
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,1303048,700070,602978,797970,86.13,61.24
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,3487731,1843884,1643847,1398368,89.15,40.09
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,3239774,1672902,1566872,1963590,93.66,60.61
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,2148665,1114721,1033944,868357,92.75,40.41
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,1799410,965876,833534,1002937,86.3,55.74
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,3260699,1707073,1553626,1692458,91.01,51.9
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,4448359,2357665,2090694,2191759,88.68,49.27
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,2464464,1255272,1209192,1393783,96.33,56.56
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,3682713,1921215,1761498,2135393,91.69,57.98
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,3499171,1845260,1653911,2031656,89.63,58.06
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,1952756,1017905,934851,1174606,91.84,60.15
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,991730,527721,464009,531072,87.93,53.55
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,3100946,1537436,1563510,1875239,101.7,60.47
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,1774480,947339,827141,1055202,87.31,59.47
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,1581810,845856,735954,1062003,87.01,67.14
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,2470996,1259628,1211368,1450901,96.17,58.72
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,1885204,1006240,878964,1092677,87.35,57.96
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,2632733,1384722,1248011,1512166,90.13,57.44
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,2498156,1332046,1166110,1521806,87.54,60.92
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,1648115,890214,757901,1122947,85.14,68.14
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,4681645,2488834,2192811,3123264,88.11,66.71
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,3620268,1855075,1765193,2197549,95.15,60.7
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,3433919,1787146,1646773,1679994,92.15,48.92
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,4440895,2277777,2163118,2700328,94.97,60.81
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,454768,217070,237698,358091,109.5,78.74
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,1104285,593537,510748,653299,86.05,59.16
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,4092845,2191442,1901403,2221601,86.76,54.28
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,1689974,906092,783882,1075196,86.51,63.62
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,4494204,2220465,2273739,2731677,102.4,60.78
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,1998603,1057436,941167,1304513,89.0,65.27
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,1840221,963449,876772,983110,91.0,53.42
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,1656616,881776,774840,1017087,87.87,61.4
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,1796184,963255,832929,1170243,86.47,65.15
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,1599596,838485,761111,813424,90.77,50.85
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,3564544,1818055,1746489,1954820,96.06,54.84
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,1221592,641011,580581,641191,90.57,52.49
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,4589838,2394476,2195362,3127260,91.68,68.13
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,875958,466358,409600,488106,87.83,55.72
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,1868529,993377,875152,1203885,88.1,64.43
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,2547184,1367125,1180059,1507746,86.32,59.19
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,2205968,1114709,1091259,1363044,97.9,61.79
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,3443689,1825743,1617946,2141488,88.62,62.19
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,2496970,1312302,1184668,1428683,90.27,57.22
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,4772006,2503186,2268820,2263848,90.64,47.44
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,4143512,2193434,1950078,2417339,88.91,58.34
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,2031007,1072002,959005,1061095,89.46,52.24
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,867848,437744,430104,401515,98.25,46.27
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,3209141,1606085,1603056,1931559,99.81,60.19
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,3405559,1752542,1653017,1965843,94.32,57.72
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,2335819,1223889,1111930,1043666,90.85,44.68
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,3466382,1834106,1632276,2077108,89.0,59.92
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,1715183,869656,845527,954949,97.23,55.68
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,3006538,1606403,1400135,1490930,87.16,49.59
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,4483992,2375264,2108728,2283733,88.78,50.93
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,1862559,971344,891215,985708,91.75,52.92
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,3797117,1914586,1882531,2239902,98.33,58.99
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,3108367,1630087,1478280,1773584,90.69,57.06
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,3676841,1921857,1754984,2403903,91.32,65.38
Uttaranchal,Almora,29.683532133676103,79.50165064267351,622506,291081,331425,436497,113.86,70.12
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,259898,124326,135572,179483,109.05,69.06
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,391605,193991,197614,280556,101.87,71.64
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,259648,131125,128523,177726,98.02,68.45
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,483439,239306,244133,345550,102.02,71.48
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,618931,297986,320945,407994,107.7,65.92
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,1648902,858783,790119,1037839,92.0,62.94
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,330086,168597,161489,215126,95.78,65.17
West Bengal,Bankura,23.081280892857155,87.12640053571437,3596674,1838095,1758579,2232992,95.67,62.08
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,7717563,3966889,3750674,5247208,94.55,67.99
West Bengal,Birbhum,24.06389342723,87.65153089201888,3502404,1790920,1711484,2158447,95.56,61.63
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,1676276,857199,819077,1083685,95.55,64.65
West Bengal,Darjiling,26.839619571045585,88.33145067024122,1846823,937259,909564,1315585,97.05,71.24
West Bengal,Haora,22.401674174428507,87.99421176968654,4850029,2500819,2349210,3605206,93.94,74.33
West Bengal,Hugli,22.87929264705881,88.00010264705891,5519145,2814653,2704492,4078388,96.09,73.9
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,3872846,1983064,1889782,2498780,95.3,64.52
West Bengal,Kolkata,22.550581481481483,88.3527648148148,4496694,2356766,2139928,3588137,90.8,79.8
West Bengal,Maldah,25.08026802575105,88.17191684549356,3988845,2051541,1937304,2086432,94.43,52.31
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,7103807,3627564,3476243,4055834,95.83,57.09
West Bengal,Nadia,23.56410971055088,88.58293034547152,5167600,2653768,2513832,3480555,94.73,67.35
West Bengal,Puruliya,23.254192328767108,86.3968532876713,2930115,1496996,1433119,1624905,95.73,55.46
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,3007134,1551066,1456068,1489667,93.88,49.54
